STIG ID,NIST 800-53 Control ID,Severity,Step Number,Action/Command,Expected Output/Result,Expected Screen Output (what user sees),Notes,Pass/Fail
SV-257885r1044953_rule,SI.11.1(iv),MEDIUM,1,Run `stat -c '%a %n' /var/log`,"The following condition must NOT be true: ""/var/log"" does not have a mode of ""0755"" or less permissive. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257886r1044955_rule,SI.11.1(iv),MEDIUM,1,Run `stat -c '%a %n' /var/log/messages`,"The following condition must NOT be true: ""/var/log/messages"" does not have a mode of ""0640"" or less permissive. If it is true, this is a finding.

The configuration includes:
  600 /var/log/messages",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257887r991557_rule,AU.09.1,MEDIUM,1,"Run `stat -c ""%a %n"" /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace /sbin/auditd /sbin/rsyslo`","The configuration includes:
  755 /sbin/auditctl
  755 /sbin/augenrules",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257888r1134910_rule,CM.06.1(iv),MEDIUM,1,"Run `rpm --verify cronie crontabs | awk '! ($2 == ""c"" && $1 ~ /^.\..\.\.\.\..\./) {print $0}'`","The following condition must NOT be true: the command returns any output. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: 2 = =,[ ] Pass / [ ] Fail
SV-257888r1134910_rule,CM.06.1(iv),MEDIUM,2,Run `ls -ld /etc/cron*`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: 2 = =,[ ] Pass / [ ] Fail
SV-257889r1044959_rule,CM.06.1(iv),MEDIUM,1,"Run `find /home/bingwa/.[^.]* -maxdepth 0 -perm -740 -exec stat -c ""%a %n"" {} \; | more`","The configuration includes:
  755 /home/bingwa/.somepermissivefile",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257890r1044961_rule,CM.06.1(iv),MEDIUM,1,Run `stat -L -c '%a %n' $(awk -F: '($3>=1000)&&($7 !~ /nologin/){print $6}' /etc/passwd) 2>/dev/null`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257891r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%a %n"" /etc/group`","The following condition must NOT be true: a value of ""0644"" or less permissive is not returned. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257892r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%a %n"" /etc/group-`","The following condition must NOT be true: a value of ""0644"" or less permissive is not returned. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257893r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%a %n"" /etc/gshadow`","The following condition must NOT be true: a value of ""0"" is not returned. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257894r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%a %n"" /etc/gshadow-`","The following condition must NOT be true: a value of ""0"" is not returned. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257895r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%a %n"" /etc/passwd`","The following condition must NOT be true: a value of ""0644"" or less permissive is not returned. If it is true, this is a finding.

The configuration includes:
  644 /etc/passwd",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257896r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%a %n"" /etc/passwd-`","The following condition must NOT be true: a value of ""0644"" or less permissive is not returned. If it is true, this is a finding.

The configuration includes:
  644 /etc/passwd-",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257897r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%a %n"" /etc/shadow-`","The following condition must NOT be true: a value of ""0"" is not returned. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257898r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%U %n"" /etc/group`","The following condition must NOT be true: ""/etc/group"" file does not have an owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257899r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%G %n"" /etc/group`","The following condition must NOT be true: ""/etc/group"" file does not have a group owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257900r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%U %n"" /etc/group-`","The following condition must NOT be true: ""/etc/group-"" file does not have an owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257901r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%G %n"" /etc/group-`","The following condition must NOT be true: ""/etc/group-"" file does not have a group owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257902r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%U %n"" /etc/gshadow`","The following condition must NOT be true: ""/etc/gshadow"" file does not have an owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257903r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%G %n"" /etc/gshadow`","The following condition must NOT be true: ""/etc/gshadow"" file does not have a group owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257904r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%U %n"" /etc/gshadow-`","The following condition must NOT be true: ""/etc/gshadow-"" file does not have an owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257905r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%G %n"" /etc/gshadow-`","The following condition must NOT be true: ""/etc/gshadow-"" file does not have a group owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257906r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%U %n"" /etc/passwd`","The following condition must NOT be true: ""/etc/passwd"" file does not have an owner of ""root"". If it is true, this is a finding.

The configuration includes:
  root /etc/passwd",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257907r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%G %n"" /etc/passwd`","The following condition must NOT be true: ""/etc/passwd"" file does not have a group owner of ""root"". If it is true, this is a finding.

The configuration includes:
  root /etc/passwd",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257908r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%U %n"" /etc/passwd-`","The following condition must NOT be true: ""/etc/passwd-"" file does not have an owner of ""root"". If it is true, this is a finding.

The configuration includes:
  root /etc/passwd-",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257909r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%G %n"" /etc/passwd-`","The following condition must NOT be true: ""/etc/passwd-"" file does not have a group owner of ""root"". If it is true, this is a finding.

The configuration includes:
  root /etc/passwd-",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257910r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%U %n"" /etc/shadow`","The following condition must NOT be true: ""/etc/shadow"" file does not have an owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257911r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%G %n"" /etc/shadow`","The following condition must NOT be true: ""/etc/shadow"" file does not have a group owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257912r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%U %n"" /etc/shadow-`","The following condition must NOT be true: ""/etc/shadow-"" file does not have an owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257913r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%G %n"" /etc/shadow-`","The following condition must NOT be true: ""/etc/shadow-"" file does not have a group owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257914r1044969_rule,SI.11.1(iv),MEDIUM,1,"Run `stat -c ""%U %n"" /var/log`","The following condition must NOT be true: ""/var/log"" does not have an owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257915r1044971_rule,SI.11.1(iv),MEDIUM,1,"Run `stat -c ""%G %n"" /var/log`","The following condition must NOT be true: ""/var/log"" does not have a group owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257916r1101916_rule,SI.11.1(iv),MEDIUM,1,"Run `stat -c ""%U %n"" /var/log/messages`","The following condition must NOT be true: ""/var/log/messages"" does not have an owner of ""root"". If it is true, this is a finding.

The configuration includes:
  root /var/log/messages",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257917r1101914_rule,SI.11.1(iv),MEDIUM,1,"Run `stat -c ""%G %n"" /var/log/messages`","The following condition must NOT be true: ""/var/log/messages"" does not have a group owner of ""root"". If it is true, this is a finding.

The configuration includes:
  root /var/log/messages",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257918r1044977_rule,CM.05.1(6),MEDIUM,1,Run `find -L /bin /sbin /usr/bin /usr/sbin /usr/libexec /usr/local/bin /usr/local/sbin ! -user root -exec`,"The following condition must NOT be true: any system commands are found to not be owned by root. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257919r1044979_rule,CM.05.1(6),MEDIUM,1,Run `find -L /bin /sbin /usr/bin /usr/sbin /usr/libexec /usr/local/bin /usr/local/sbin ! -group root -exe`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257920r1101926_rule,CM.05.1(6),MEDIUM,1,"Run `find /lib /lib64 /usr/lib /usr/lib64 -type f -name '*.so*' ! -user root -exec stat -c ""%n %U"" {} +`","The following condition must NOT be true: any output is returned. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257921r1106308_rule,CM.05.1(6),MEDIUM,1,"Run `find /lib /lib64 /usr/lib /usr/lib64 -type f -name '*.so*' ! -group root -exec stat -c ""%n %G"" {} +`","The following condition must NOT be true: any output is returned. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257922r1044988_rule,CM.05.1(6),MEDIUM,1,"Run `find /lib /lib64 /usr/lib /usr/lib64 ! -user root -type d -exec stat -c ""%U %n"" {} \`","'any systemwide shared library directory' must be 'owned by'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257923r1044991_rule,CM.05.1(6),MEDIUM,1,"Run `find /lib /lib64 /usr/lib /usr/lib64 ! -group root -type d -exec stat -c ""%G %n"" {} \`","'any systemwide shared library directory is returned and' must be 'group-owned by a required system account,'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257924r991557_rule,AU.09.1,MEDIUM,1,"Run `stat -c ""%U %n"" /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace /sbin/auditd /sbin/rsyslo`","The configuration includes:
  root /sbin/auditctl
  root /sbin/augenrules",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257925r991557_rule,AU.09.1,MEDIUM,1,"Run `stat -c ""%G %n"" /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace /sbin/auditd /sbin/rsyslo`","The configuration includes:
  root /sbin/auditctl
  root /sbin/augenrules",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257926r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%U %n"" /etc/cron*`","'any crontab' must be 'owned by root,'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257927r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%G %n"" /etc/cron*`","'any crontab' must be 'group owned by root,'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257928r1044992_rule,SC.04.1,MEDIUM,1,Run `find  PART  -xdev -type d -perm -0002 -uid +0 -print`,"The following condition must NOT be true: there is output. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257929r1117267_rule,SC.04.1,MEDIUM,1,Run `find / -type d \( -perm -0002 -a ! -perm -1000 \) -print 2>/dev/null`,"Must: that all world-writable directories have the sticky bit set. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257930r991589_rule,CM.06.1(iv),MEDIUM,1,Run `df --local -P | awk {'if (NR!=1) print $6'} | sudo xargs -I '{}' find '{}' -xdev -nogroup`,"The following condition must NOT be true: any files on the system do not have an assigned group. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257931r991589_rule,CM.06.1(iv),MEDIUM,1,Run `df --local -P | awk {'if (NR!=1) print $6'} | sudo xargs -I '{}' find '{}' -xdev -nouser`,"The following condition must NOT be true: any files on the system do not have an assigned owner. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257932r1014838_rule,CM.06.1(iv),MEDIUM,1,"Run `find /dev -context *:device_t:* \( -type c -o -type b \) -printf ""%p %Z\n""`","Must: that all system device files are correctly labeled to prevent unauthorized modification. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257932r1014838_rule,CM.06.1(iv),MEDIUM,2,"Run `find /dev -context *:unlabeled_t:* \( -type c -o -type b \) -printf ""%p %Z\n""`","Must: that all system device files are correctly labeled to prevent unauthorized modification. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257934r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%a %n"" /etc/shadow`","The following condition must NOT be true: a value of ""0"" is not returned. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257936r1044995_rule,CM.07.1(iii),MEDIUM,1,Run `systemctl is-active firewalld`,"'the firewalld service' must be 'active,'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257937r1106310_rule,CM.06.1(iv),MEDIUM,1,Run `firewall-cmd --state`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: zone = $(firewall-cmd,[ ] Pass / [ ] Fail
SV-257937r1106310_rule,CM.06.1(iv),MEDIUM,2,Run `firewall-cmd --get-active-zones`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: zone = $(firewall-cmd,[ ] Pass / [ ] Fail
SV-257937r1106310_rule,CM.06.1(iv),MEDIUM,3,Run `firewall-cmd --list-all --zone=$(firewall-cmd --get-default-zone)`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: zone = $(firewall-cmd,[ ] Pass / [ ] Fail
SV-257939r1044997_rule,SC.05,MEDIUM,1,Run `grep -i firewallbackend /etc/firewalld/firewalld.conf`,"The following condition must NOT be true: the ""nftables"" is not set as the ""FirewallBackend"" default. If it is true, this is a finding.",Command output should show lines matching pattern: -i,File location: /etc/firewalld/firewalld.conf; Configuration: FirewallBackend = nftables,[ ] Pass / [ ] Fail
SV-257940r1106312_rule,CM.07.1(iii),MEDIUM,1,"Run `firewall-cmd --list-all-zones | grep -e ""active"" -e ""services""`","Must: it is configured to prohibit or restrict the use of functions, ports, protocols, and/or services that are unnecessary or prohibited. If it does not, this is a finding.; Must: the services allowed by the firewall match the PPSM CLSA. If it does not, this is a finding.",Command output should show lines matching pattern: -e,,[ ] Pass / [ ] Fail
SV-257941r991589_rule,CM.06.1(iv),MEDIUM,1,Run `ip link | grep -i promisc`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -i,,[ ] Pass / [ ] Fail
SV-257943r1045001_rule,AU.08(1)(a),MEDIUM,1,Run `dnf list --installed chrony`,"The following condition must NOT be true: the ""chrony"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257944r1038944_rule,AU.08(1)(a),MEDIUM,1,Run `systemctl is-active chronyd`,"'the chronyd service' must be 'active,'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257945r1038944_rule,AU.08.b,MEDIUM,1,Run `grep maxpoll /etc/chrony.conf`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: maxpoll,File location: /etc/chrony.conf,[ ] Pass / [ ] Fail
SV-257945r1038944_rule,AU.08.b,MEDIUM,2,Run `grep -i server /etc/chrony.conf`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: maxpoll,File location: /etc/chrony.conf,[ ] Pass / [ ] Fail
SV-257946r958480_rule,CM.07.1(ii),LOW,1,Run `grep -w port /etc/chrony.conf`,"Must: RHEL 9 disables the chrony daemon from acting as a server with the following command:

$ grep -w port /etc/chrony. If it does not, this is a finding.",Command output should show lines matching pattern: -w,File location: /etc/chrony.conf,[ ] Pass / [ ] Fail
SV-257947r958480_rule,CM.07.1(ii),LOW,1,Run `grep -w cmdport /etc/chrony.conf`,"Must: RHEL 9 disables network management of the chrony daemon with the following command:

$ grep -w cmdport /etc/chrony. If it does not, this is a finding.",Command output should show lines matching pattern: -w,File location: /etc/chrony.conf,[ ] Pass / [ ] Fail
SV-257948r1045004_rule,CM.06.1(iv),MEDIUM,1,Run `grep nameserver /etc/resolv.conf`,"The following condition must NOT be true: fewer than two lines are returned that are not commented out. If it is true, this is a finding.",Command output should show lines matching pattern: nameserver,File location: /etc/resolv.conf,[ ] Pass / [ ] Fail
SV-257949r1134947_rule,CM.06.1(iv),MEDIUM,1,Manual verification: Potential command (not recognized): Configure NetworkManager in RHEL 9 to use a DNS mode,"Must be: documented and approved by the information system security officer (ISSO).; Must: that RHEL 9 has a DNS mode configured in Network Manager. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: dns = none,[ ] Pass / [ ] Fail
SV-257950r1045006_rule,CM.06.1(iv),MEDIUM,1,Run `systemctl is-active ipsec`,"Must: that RHEL 9 does not have unauthorized IP tunnels configured. If it does not, this is a finding.; Must: any returned results are documented with the ISSO. If it does not, this is a finding.",Command output should show lines matching pattern: -rni,File location: /etc/ipsec.conf,[ ] Pass / [ ] Fail
SV-257950r1045006_rule,CM.06.1(iv),MEDIUM,2,Run `grep -rni conn /etc/ipsec.conf /etc/ipsec.d/`,"The following condition must NOT be true: the IPsec tunnels are active and not approved. If it is true, this is a finding.",Command output should show lines matching pattern: -rni,File location: /etc/ipsec.conf,[ ] Pass / [ ] Fail
SV-257951r1014843_rule,CM.06.1(iv),MEDIUM,1,Manual verification: Potential command (not recognized): Modify the postfix configuration file to restrict client connections to the local network with the following co...,"All verification requirements must be met. If any requirement is not met, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: smtpd_client_restrictions = permit_mynetworks,[ ] Pass / [ ] Fail
SV-257953r958424_rule,AU.05.1(ii),MEDIUM,1,"Run `grep ""postmaster:\s*root$"" /etc/aliases`","Must: that the administrators are notified in the event of an audit processing failure. If it does not, this is a finding.",Command output should show lines matching pattern: postmaster:\s*root$,,[ ] Pass / [ ] Fail
SV-257954r1106315_rule,IA.07.1,MEDIUM,1,Run `dnf list --installed libreswan`,"The following condition must NOT be true: the ""libreswan"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257955r991589_rule,CM.06.1(iv),HIGH,1,Run `find / -name shosts.equiv`,"Must: there are no ""shosts. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257956r991589_rule,CM.06.1(iv),HIGH,1,Run `find / -name .shosts`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257978r1045013_rule,SC.08,MEDIUM,1,Run `dnf list --installed openssh-server`,"The following condition must NOT be true: the ""openssh-server"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257979r958908_rule,SC.08,MEDIUM,1,Run `systemctl is-active sshd`,"The following condition must NOT be true: the ""sshd"" service is not active. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257980r1045016_rule,CM.06.1(iv),MEDIUM,1,Run `dnf list --installed openssh-clients`,"The following condition must NOT be true: the ""openssh-clients"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-257982r1045021_rule,AC.17.1(1),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"The following condition must NOT be true: a value of ""VERBOSE"" is not returned or the line is commented out or missing. If it is true, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-257983r1045024_rule,IA.02.1(1),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"The configuration includes:
  PubkeyAuthentication yes",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-257984r1045026_rule,IA.02.1(2),HIGH,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"The configuration includes:
  PermitEmptyPasswords no",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-257986r1045030_rule,MA.04.1(iv),HIGH,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-257989r1051240_rule,AC.17.1(2),MEDIUM,1,Run `grep -i Ciphers /etc/crypto-policies/back-ends/opensshserver.config`,"Must: the SSH server is configured to use only ciphers employing FIPS 140-3 approved algorithms. If it does not, this is a finding.; Must: the ciphers in the systemwide SSH configuration file, use the following command:

$ sudo grep -i Ciphers /etc/crypto-policies/back-ends/opensshserver. If it does not, this is a finding.",Command output should show lines matching pattern: -i,File location: /etc/crypto-policies/back-ends/opensshserver.conf,[ ] Pass / [ ] Fail
SV-257991r1051246_rule,AC.17.1(2),MEDIUM,1,Run `grep -i MACs /etc/crypto-policies/back-ends/opensshserver.config`,"Must: the SSH server is configured to use only MACs employing FIPS 140-3 approved algorithms. If it does not, this is a finding.; Must: the MACs in the systemwide SSH configuration file, use the following command:

$ sudo grep -i MACs /etc/crypto-policies/back-ends/opensshserver. If it does not, this is a finding.

The configuration includes:
  MACs hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha2-256,hmac-sha2-512",Command output should show lines matching pattern: -i,File location: /etc/crypto-policies/back-ends/opensshserver.conf,[ ] Pass / [ ] Fail
SV-257992r1045047_rule,CM.06.1(iv),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"'the required value' must be 'set,'. If it is not, this is a finding.

The configuration includes:
  HostbasedAuthentication no",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-257993r1045049_rule,CM.06.1(iv),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"'the required value' must be 'set,'. If it is not, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-257994r1045051_rule,AC.17.1(2),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-257995r1045053_rule,SC.10.1(ii),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-257996r1134915_rule,SC.10.1(ii),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,File location: /etc/ssh/sshd_config.d/ClientAliveInterval.conf,[ ] Pass / [ ] Fail
SV-257996r1134915_rule,SC.10.1(ii),MEDIUM,2,Run `sshd -T | grep -i clientaliveinterval`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,File location: /etc/ssh/sshd_config.d/ClientAliveInterval.conf,[ ] Pass / [ ] Fail
SV-257997r1069370_rule,CM.06.1(iv),MEDIUM,1,"Run `find /etc/ssh/sshd_config /etc/ssh/sshd_config.d -exec stat -c ""%G %n"" {} \`","Must: the group ownership of the ""/etc/ssh/sshd_config"" file and the contents of ""/etc/ssh/sshd_config. If it does not, this is a finding.

The configuration includes:
  root /etc/ssh/sshd_config
  root /etc/ssh/sshd_config.d
  root /etc/ssh/sshd_config.d/50-cloud-init.conf",Review the command output and verify it matches the expected result described above.,File location: /etc/ssh/sshd_config.d/50-redhat.conf; File location: /etc/ssh/sshd_config.d/50-cloud-init.conf,[ ] Pass / [ ] Fail
SV-257998r1082181_rule,CM.06.1(iv),MEDIUM,1,"Run `find /etc/ssh/sshd_config /etc/ssh/sshd_config.d -exec stat -c ""%U %n"" {} \`","Must: the ownership of the ""/etc/ssh/sshd_config"" file and the contents of ""/etc/ssh/sshd_config. If it does not, this is a finding.

The configuration includes:
  root /etc/ssh/sshd_config
  root /etc/ssh/sshd_config.d
  root /etc/ssh/sshd_config.d/50-cloud-init.conf",Review the command output and verify it matches the expected result described above.,File location: /etc/ssh/sshd_config.d/50-redhat.conf; File location: /etc/ssh/sshd_config.d/50-cloud-init.conf,[ ] Pass / [ ] Fail
